14.107285,
10.592362,
7.6332374,
5.052003,
3.005459,
1.5350177,
0.5903824,
0.16212422,
0.15205503,
0.43610045,
0.83133936,
1.1869925,
1.3817458,
1.4162332,
1.301235,
1.1130563,
0.867533,
0.6242026,
0.3922625,
0.2232407,
0.1004228,
0.038872607,
0.022249639,
0.03984246,
0.0793693,
0.12530816,
0.16677792,
0.19785677,
0.21310283,
0.20951232,
0.19118519,
0.16239478,
0.12700234,
0.089555606,
0.056037903,
0.028612562,
0.010854631,
0.0027390202,
0.0036147365,
0.011397855,
0.022556698,
0.034645967,
0.04361763,
0.04861355,
0.048959117,
0.0445766,
0.03684837,
0.027103052,
0.018184891,
0.010495929,
0.005105604,
0.0026605937,
0.0024279351,
0.0039140075,
0.0063716783,
0.008952008,
0.010975269,
0.011812282,
0.012027154,
0.010749439,
0.009023205,
0.0066305045,
0.004542954,
0.00257819,
0.001256275,
0.00060975266,
0.00057613786,
0.0009789432,
0.0016180627,
0.0022388836,
0.0027454777,
0.002871282,
0.0027832247,
0.0023749273,
0.0018270001,
0.0012518086,
0.00073143386,
0.00035644203,
0.00017853084,
0.00017069688,
0.0002852125,
0.00047167606,
0.00065674784,
0.00079230126,
0.00084890175,
0.0008162309,
0.00071810716,
0.00055001414,
0.00040435902,
0.00026246038,
0.00017334048,
0.00014401008,
0.0001571817,
0.00020285508,
0.000250245,
0.00031106218,
0.00034088962,
0.0003386098,
0.00030730496,
0.000267029,
0.00022769762,
0.00017492869,
0.00015218974,
0.00013733922,
0.00014101791,
0.00015205066,
0.00016805508,
0.00017988398,
0.00019439957,
0.00018622605,
0.00018509469,
0.00016342464,
0.00015624128,
0.00014018982,
0.00012992258,
0.0001301898,
0.00012928894,
0.00013280532,
0.00014015181,
0.0001384434,
0.00013984849,
0.0001384334,
0.00013519128,
0.00013048892,
0.00012955451,
0.00012411876,
0.00012162623,
0.00012034559,
0.000123227,
0.0001258998,
0.00012155396,
0.00012277447,
0.00012571928,
0.00012247465,
0.00012059369,
0.000116968775,
0.000115092254,
0.00011681952,
0.00011448673,
0.00011486364,
0.00011602171,
0.00011627283,
0.00011502838,
0.00011655545,
0.00011456641,
0.00011276518,
0.0001119164,
0.00011156376,
0.000111443325,
0.000107230284,
0.000110172245,
0.00010815033,
0.00010900726,
0.000108602646,
0.00010742551,
0.000110510184,
0.00010640667,
0.00010872533,
0.000107252774,
0.00010407401,
0.00011044024,
0.00010498886,
0.000104382874,
0.00010432196,
0.000105028535,
0.000103204286,
0.00010651779,
0.00010498977,
0.00010102557,
0.000101530364,
0.000103713704,
0.00010003853,
0.000102695325,
0.000100870326,
0.000100216785,
9.925152e-05,
0.00010060403,
9.979352e-05,
9.7856115e-05,
9.8977136e-05,
9.659119e-05,
9.8436765e-05,
9.988283e-05,
9.6159165e-05,
9.6375785e-05,
9.587487e-05,
0.00010045297,
9.415295e-05,
9.7226664e-05,
9.5526026e-05,
9.115889e-05,
9.265395e-05,
9.1244736e-05,
9.5103416e-05,
8.98232e-05,
9.341867e-05,
9.404232e-05,
9.32299e-05,
9.34837e-05,
8.867884e-05,
9.070731e-05,
9.122442e-05,
8.8335975e-05,
9.070873e-05,
9.066725e-05,
8.818301e-05,
8.903458e-05,
8.99138e-05,
9.060033e-05,
8.6571e-05,
8.805556e-05,
8.5503016e-05,
8.707001e-05,
8.7077016e-05,
8.7419176e-05,
8.364619e-05,
8.491685e-05,
8.419655e-05,
8.528708e-05,
8.45329e-05,
8.480397e-05,
8.429615e-05,
8.356243e-05,
8.266988e-05,
8.253901e-05,
8.631092e-05,
8.273079e-05,
8.249481e-05,
8.120254e-05,
8.186537e-05,
8.071912e-05,
8.0289996e-05,
8.090808e-05,
8.115145e-05,
7.818639e-05,
8.033336e-05,
7.983201e-05,
7.73543e-05,
7.803143e-05,
7.910471e-05,
7.795347e-05,
7.863051e-05,
7.7339144e-05,
7.661968e-05,
7.805506e-05,
7.6010016e-05,
7.733858e-05,
7.6183525e-05,
7.619864e-05,
7.4488686e-05,
7.642122e-05,
7.7877354e-05,
7.601885e-05,
7.7433826e-05,
7.2628325e-05,
7.393818e-05,
7.38501e-05,
7.1959046e-05,
7.3208976e-05,
7.394133e-05,
7.291534e-05,
7.434966e-05,
7.185378e-05,
7.265866e-05,
7.2553274e-05,
7.192746e-05,
7.219743e-05,
7.1065675e-05,
7.1103605e-05,
7.167083e-05,
6.941592e-05,
7.007855e-05,
6.9391375e-05,
6.9267655e-05,
7.0383365e-05,
6.760003e-05,
6.923783e-05,
6.797984e-05,
6.8043366e-05,
6.831723e-05,
6.9447844e-05,
6.668347e-05,
6.787747e-05,
6.7506924e-05,
6.633476e-05,
6.595993e-05,
6.575484e-05,
6.591899e-05,
